Emp. ID,Department,Position,Gender,Sexual Orientation,Race,Age,Education,Working Location,City,Marital Status,Emp. Type,Salary,Years of Service,Status,Job Satisfaction,Work Life Balance,Years Since Last Promotion,Performance Rating,Hire Year,Term Year
9314042584,12,1,0,0,0,30,1,0,0,1,0,2,9,0,3,2,4,3,2013,0
9446851865,7,1,1,0,3,24,1,0,0,0,0,0,1,0,1,3,0,4,2021,0
2355096800,12,1,0,0,0,34,1,0,2,0,0,2,3,0,2,3,1,3,2019,0
5812269282,5,1,1,1,0,27,1,1,4,1,0,2,1,1,4,3,0,3,2016,2018
3132750951,4,1,0,0,0,31,1,0,1,0,0,2,1,1,1,2,0,3,2016,2018
9145057655,0,1,1,0,1,43,1,0,1,0,0,0,3,1,4,3,2,3,2016,2020
5177520760,9,1,1,0,2,43,1,0,4,0,0,1,10,0,4,4,1,3,2012,0
2381135998,12,1,1,0,4,22,1,1,4,0,0,2,6,0,3,3,1,3,2016,0
6070507973,12,2,1,0,0,35,1,0,2,0,0,2,6,0,4,4,0,3,2016,0
6074908055,12,1,0,0,0,57,1,1,4,1,0,1,2,0,4,2,2,3,2020,0
5717192834,7,2,0,0,3,26,1,0,3,0,0,2,6,0,3,2,1,3,2016,0
3455600620,8,1,1,0,0,39,1,1,4,1,0,0,0,1,3,3,0,3,2017,2018
8293368222,1,1,0,0,1,30,1,0,0,0,0,0,7,0,4,3,2,3,2015,0
302596366,3,1,1,0,0,39,1,0,0,0,0,2,1,0,1,4,0,3,2021,0
1945615990,10,1,1,0,0,26,0,0,3,0,0,1,4,0,1,3,2,3,2018,0
1207731538,12,1,0,0,0,39,1,0,3,0,0,2,6,0,4,3,0,3,2016,0
5087862989,9,1,0,0,0,29,1,1,4,0,0,2,2,0,1,3,0,3,2020,0
719280514,12,2,0,0,0,29,1,1,4,0,0,2,8,0,3,2,0,3,2014,0
4088627994,1,1,1,0,0,32,1,1,4,0,0,0,8,0,3,3,1,3,2014,0
5559805143,4,1,1,0,0,41,1,0,0,0,0,2,2,0,4,3,1,4,2020,0
6427392326,7,1,0,0,0,42,1,1,3,0,1,0,10,0,3,3,5,3,2012,0
5635019266,1,1,0,0,0,32,1,0,1,0,0,0,0,1,3,3,0,4,2012,2013
3419666888,11,1,0,0,0,41,1,0,2,0,0,0,5,0,2,3,0,4,2017,0
4195059968,4,1,1,0,5,43,2,0,1,0,0,0,0,1,4,3,0,4,2015,2016
4189971085,1,1,0,0,0,31,1,0,3,0,0,0,1,1,4,3,0,3,2017,2019
1706457525,7,1,0,0,3,31,1,0,4,0,0,0,2,0,3,3,0,3,2020,0
4122711408,12,1,0,0,0,37,2,0,3,1,0,2,10,0,3,2,2,3,2012,0
3574465663,8,2,1,0,0,34,1,0,4,0,0,1,5,0,1,2,1,4,2017,0
1936365666,9,1,0,0,0,42,1,0,3,0,0,2,2,0,1,3,2,3,2020,0
4426824972,7,1,1,0,0,23,1,0,3,0,0,1,1,0,4,2,0,3,2021,0
7745482795,12,1,1,0,0,27,2,0,3,1,0,2,4,0,4,3,3,3,2018,0
4498722283,7,1,0,0,0,30,1,0,0,0,0,0,9,0,1,2,1,4,2013,0
4623302049,12,1,1,0,0,58,2,0,1,1,0,2,3,0,1,3,0,3,2019,0
9869319592,10,1,0,0,0,32,1,0,4,1,0,1,8,0,4,2,1,4,2014,0
6721370239,1,1,0,0,0,25,1,1,4,0,0,0,7,0,3,4,2,3,2015,0
3652985215,4,3,0,0,0,37,1,0,2,0,0,2,0,1,4,3,0,4,2020,2021
1979347392,11,1,1,0,0,30,1,0,1,0,0,2,2,0,4,3,1,3,2020,0
4455700470,0,1,0,0,0,39,1,1,4,0,0,0,8,0,3,2,2,3,2014,0
425311703,0,1,0,0,3,50,1,0,4,1,0,1,3,0,1,2,1,3,2019,0
8145688855,8,1,0,0,0,37,2,0,3,0,0,0,10,0,3,3,1,3,2012,0
2114631381,3,1,1,0,0,48,2,0,1,1,0,1,4,0,3,3,0,3,2018,0
5970265572,9,1,0,0,3,27,1,0,4,0,0,2,7,0,2,3,1,3,2015,0
4368842589,4,1,1,0,0,43,1,0,2,0,0,1,7,0,1,3,2,3,2015,0
1208397417,11,1,0,0,1,29,2,0,4,0,0,0,5,0,1,2,3,3,2017,0
7978060565,0,1,1,0,0,38,2,0,4,0,0,0,9,0,3,2,9,3,2013,0
4875403673,1,2,0,0,1,21,1,0,0,0,0,0,1,0,3,2,1,3,2021,0
9734696621,10,1,0,0,2,35,1,0,3,1,0,2,3,0,2,3,2,4,2019,0
6647006293,7,1,1,0,2,23,1,0,4,0,0,2,1,1,2,3,1,3,2014,2016
6589898354,4,1,1,0,0,33,3,0,4,0,0,0,4,0,2,3,1,3,2018,0
173519645,3,1,0,0,0,37,1,1,4,0,0,2,4,0,4,3,2,3,2018,0
2311589941,4,1,0,0,0,29,1,0,4,0,0,1,1,0,4,3,1,4,2021,0
5391435752,11,1,0,0,0,33,1,0,1,0,0,2,6,0,1,3,2,3,2016,0
4784220528,6,1,0,0,0,39,2,0,3,0,0,1,3,0,1,4,0,3,2019,0
2099350203,7,1,0,0,0,24,1,0,4,0,0,0,10,0,3,4,0,3,2012,0
3308213158,1,1,0,0,1,41,1,0,1,1,1,0,5,0,2,3,0,4,2017,0
1746330094,7,1,0,0,0,29,1,1,4,0,0,1,9,0,4,2,3,3,2013,0
8272818571,3,1,0,0,0,35,1,1,4,0,0,1,9,0,3,3,9,3,2013,0
2363413085,3,1,0,0,0,34,1,1,4,1,0,0,1,0,4,3,1,3,2021,0
8384834713,12,1,0,0,0,24,1,1,4,0,0,1,7,0,4,3,1,3,2015,0
9859324379,7,1,0,0,0,37,1,0,1,0,0,0,0,1,2,3,0,3,2014,2015
4785952231,7,1,1,0,0,26,1,0,3,0,0,1,0,1,4,2,0,3,2015,2016
1270185796,12,1,1,0,3,47,1,0,0,1,0,2,9,0,1,3,9,3,2013,0
62484857,6,1,0,0,0,28,1,0,2,0,0,0,3,0,4,3,1,4,2019,0
3392502096,12,0,0,0,0,26,1,1,4,0,0,2,3,0,4,3,2,3,2019,0
6815224510,0,1,0,0,0,43,1,0,2,0,0,0,3,0,4,3,0,3,2019,0
1936638777,10,1,1,0,0,29,1,0,3,1,0,2,0,1,2,2,0,4,2021,2021
9272598139,6,1,1,0,3,28,3,0,1,1,0,0,4,0,4,1,3,4,2018,0
8438296592,4,1,1,0,0,39,3,0,2,0,0,1,7,0,2,2,2,3,2015,0
7809755260,7,1,0,0,4,25,1,1,4,0,0,1,3,0,1,2,1,3,2019,0
7351314038,12,1,0,0,3,35,1,0,1,0,0,2,1,1,3,3,0,3,2015,2016
9481633581,9,2,0,0,0,30,1,0,1,1,0,2,3,0,3,1,2,3,2019,0
117092761,10,1,1,0,3,37,0,0,4,0,0,2,6,0,3,2,0,4,2016,0
8270405811,9,2,1,0,0,29,1,0,3,0,0,2,10,0,3,4,0,3,2012,0
5670437039,7,1,0,0,0,33,2,0,3,0,0,0,7,0,3,2,1,3,2015,0
1711782397,12,1,0,0,0,33,1,0,3,1,0,2,0,1,2,4,0,3,2017,2018
1957896163,7,1,0,0,0,40,2,0,4,0,0,1,5,0,1,3,0,4,2017,0
5823233568,1,1,0,0,0,22,1,0,3,0,0,1,7,0,1,3,7,3,2015,0
5187621014,4,0,0,2,0,41,2,0,4,1,0,2,3,0,4,3,0,3,2019,0
1548180323,6,1,1,0,0,32,0,0,4,0,0,0,1,1,3,3,0,3,2019,2021
5271756529,6,1,1,0,0,40,2,0,2,0,0,2,6,0,4,4,0,3,2016,0
4471286397,12,1,0,0,0,22,1,0,2,1,0,2,5,0,4,3,2,4,2017,0
8252142720,7,1,0,0,0,29,1,1,4,0,0,2,7,0,2,2,7,3,2015,0
9023502315,7,1,1,0,4,26,1,0,3,0,0,0,1,1,3,3,0,3,2015,2017
395326658,6,1,0,0,0,52,1,1,4,1,0,1,6,0,4,3,2,3,2016,0
3471465715,9,1,0,0,3,40,1,0,1,0,0,2,5,0,4,3,0,3,2017,0
9741260931,4,2,1,0,0,26,1,0,1,0,0,1,5,0,1,2,4,4,2017,0
3131759161,12,2,0,0,0,31,1,0,1,0,0,2,3,0,3,3,1,4,2019,0
4337561326,11,0,1,0,0,49,1,1,4,1,0,2,2,1,4,3,0,3,2018,2020
5837683509,12,1,0,0,0,30,1,0,4,0,0,1,5,0,3,3,1,3,2017,0
3689872226,11,1,0,0,5,53,1,0,0,1,0,1,9,0,2,3,2,3,2013,0
1409152100,3,1,0,0,0,32,1,0,4,0,0,2,6,0,4,3,0,3,2016,0
2857217034,6,1,0,0,3,48,1,0,3,1,0,1,0,1,1,3,1,3,2018,2018
8012458560,12,1,0,0,0,41,1,0,1,0,0,2,1,0,4,3,2,3,2021,0
6880077561,5,1,0,0,0,42,1,1,4,0,0,2,4,0,4,3,0,4,2018,0
887944917,12,1,0,0,0,41,1,0,3,1,0,2,2,0,4,4,1,3,2020,0
3103666995,12,1,1,0,0,21,1,0,4,0,0,2,2,0,3,2,2,4,2020,0
882333988,7,1,0,0,4,37,1,0,0,1,0,1,5,0,2,4,0,3,2017,0
2308512911,11,1,0,3,0,37,1,0,0,0,0,1,7,0,2,3,1,3,2015,0
5357100354,7,2,1,0,3,43,1,0,4,0,0,0,4,0,3,3,1,3,2018,0
9664621525,12,1,0,0,0,22,1,1,4,1,0,2,5,0,3,2,0,3,2017,0
6605918003,7,1,0,0,0,33,1,0,4,0,0,1,8,0,2,2,1,3,2014,0
7886810823,12,1,0,0,3,31,2,0,2,0,0,2,7,0,4,2,2,3,2015,0
2086423589,12,1,1,0,0,33,1,0,3,0,0,2,8,0,3,2,0,3,2014,0
8300624180,1,1,1,0,0,30,1,0,2,0,0,0,1,1,4,3,1,3,2012,2014
81223024,11,0,1,0,3,36,1,1,4,0,0,2,8,0,1,2,2,3,2014,0
2491385131,1,2,0,0,0,39,1,0,3,0,0,2,2,0,3,3,0,3,2020,0
4889803209,9,0,1,0,0,29,1,0,3,0,0,2,10,0,4,3,1,3,2012,0
5484306301,11,1,0,0,0,39,1,0,4,0,0,1,7,0,3,3,2,3,2015,0
9329418241,3,2,0,0,1,24,2,0,1,0,0,1,2,0,3,3,0,3,2020,0
2087340943,10,1,0,0,0,60,1,0,4,1,0,2,9,0,3,3,1,4,2013,0
9952478026,3,1,1,0,0,33,1,0,0,0,0,2,9,0,2,3,2,4,2013,0
8248208827,4,2,1,0,0,38,0,0,4,0,0,0,4,0,4,3,2,3,2018,0
969506457,9,1,0,0,3,33,1,1,4,0,0,2,2,0,3,4,1,3,2020,0
7245393338,11,0,1,0,0,26,1,0,4,1,1,2,7,0,3,3,2,3,2015,0
7356619045,8,1,0,0,0,25,1,0,0,0,0,0,2,0,4,1,0,3,2020,0
7101333077,0,1,1,0,0,34,1,0,3,0,0,1,3,0,1,4,2,4,2019,0
942613964,12,1,1,0,0,41,1,0,3,0,0,2,5,0,4,2,2,3,2017,0
1583513027,8,1,0,0,0,27,2,0,1,0,0,0,1,1,3,3,0,4,2018,2020
5170472610,3,1,0,0,1,26,1,0,0,0,0,0,2,1,3,2,1,3,2014,2016
6667155349,6,1,0,0,2,40,2,0,3,0,0,2,7,0,4,4,2,3,2015,0
1620052826,11,1,0,0,0,21,2,0,2,0,0,1,1,0,1,3,0,3,2021,0
1832890676,12,1,1,0,0,33,1,0,2,1,0,1,4,0,4,3,3,3,2018,0
3359819138,3,1,0,0,0,36,1,1,4,0,0,0,0,1,1,2,2,3,2020,2020
7030746161,11,1,0,0,0,39,1,0,0,0,0,0,3,1,1,3,0,4,2012,2015
3631245540,6,2,0,0,1,21,2,1,4,0,0,0,10,0,2,3,1,3,2012,0
9685942191,6,1,0,0,0,33,1,0,3,0,0,0,2,0,2,3,2,3,2020,0
4186824812,3,1,1,0,0,24,1,0,3,0,0,2,5,1,2,3,0,3,2012,2017
4647191204,1,1,1,0,0,41,1,0,0,0,0,0,1,0,3,1,1,4,2021,0
7949989015,11,1,1,0,0,26,1,1,4,0,0,0,2,1,2,1,2,3,2014,2016
8175153107,11,1,0,0,2,29,2,0,3,0,0,0,2,0,4,3,0,3,2020,0
8203750045,11,2,0,0,0,39,1,0,4,0,1,2,2,0,3,3,1,3,2020,0
910599059,3,1,0,0,0,34,1,1,4,0,0,2,5,0,3,3,2,3,2017,0
6588715091,4,1,1,0,0,24,0,0,0,1,0,0,9,0,2,2,9,4,2013,0
7131835885,5,1,0,0,0,38,1,1,4,0,0,1,8,0,4,2,1,3,2014,0
2402494571,12,1,1,0,0,39,1,0,3,0,0,2,7,0,3,3,2,3,2015,0
6564270778,11,1,0,0,0,40,1,0,3,0,0,1,5,0,4,3,0,4,2017,0
8722256633,11,1,1,0,0,35,1,0,4,0,0,2,10,0,2,1,1,3,2012,0
1118396701,4,1,0,0,3,23,1,0,3,0,0,0,3,0,4,1,1,3,2019,0
9227353600,11,2,0,0,0,24,1,0,2,0,0,2,0,1,4,1,0,3,2020,2021
9926253049,3,1,1,0,0,32,2,0,0,0,0,2,6,0,3,2,1,3,2016,0
9311402328,7,1,0,0,0,26,1,0,4,1,0,2,9,0,2,3,2,3,2013,0
9487348502,12,1,1,0,0,33,1,1,4,0,0,2,7,0,3,3,7,3,2015,0
5174670971,6,2,1,0,2,22,1,0,1,0,0,2,2,0,4,3,1,3,2020,0
103727226,5,1,0,0,1,42,1,0,0,0,0,0,9,0,4,4,2,4,2013,0
8646697855,4,1,0,0,0,30,1,0,3,1,0,1,2,0,3,3,0,4,2020,0
2789085210,11,1,0,0,0,37,2,0,3,1,0,0,10,0,2,2,1,3,2012,0
7754473816,7,0,0,0,0,31,2,0,4,0,0,2,1,0,1,4,2,4,2021,0
7203790374,8,1,1,0,0,28,1,0,0,0,0,0,10,0,2,2,0,3,2012,0
1390229694,4,1,0,0,3,24,1,0,0,1,0,2,1,0,1,3,1,3,2021,0
7378615872,11,1,0,0,3,25,1,0,4,0,0,0,2,0,1,4,2,3,2020,0
6611224171,10,0,0,0,3,34,1,1,4,0,0,2,9,0,1,3,9,3,2013,0
6749177212,11,1,0,0,0,33,1,1,4,0,0,0,5,0,4,4,1,3,2017,0
8236942363,6,2,0,0,0,34,1,1,4,0,0,1,1,0,4,2,2,4,2021,0
2391819201,7,1,1,0,0,34,2,0,4,0,0,0,7,0,1,3,7,4,2015,0
8260548271,11,1,1,0,2,62,1,0,3,1,0,0,3,0,4,3,2,3,2019,0
8536617365,4,0,1,0,0,43,1,1,4,0,0,0,0,1,4,3,2,4,2021,2021
5142627872,7,1,0,0,2,28,1,0,4,1,0,1,10,0,2,3,0,3,2012,0
7209310526,10,1,0,0,3,25,1,0,4,0,0,2,4,0,2,2,0,4,2018,0
8462429353,0,1,0,0,3,29,2,0,1,0,0,0,4,0,3,2,1,3,2018,0
4585933979,12,1,1,0,0,27,1,0,2,1,0,2,6,0,1,3,2,3,2016,0
9653504244,12,1,1,0,2,35,1,0,2,0,0,2,1,0,2,3,3,3,2021,0
9839281462,11,1,0,0,3,38,1,0,2,1,0,1,6,0,3,3,0,3,2016,0
9260315537,12,1,1,0,0,40,1,0,2,0,0,2,4,0,2,3,2,3,2018,0
4338468030,12,1,1,0,0,30,1,0,1,0,0,2,8,0,3,2,2,3,2014,0
1304248753,12,1,0,0,0,36,2,0,4,0,0,2,1,1,2,3,3,3,2012,2014
5408871745,12,2,0,0,3,23,1,0,1,0,0,2,2,1,3,3,0,3,2018,2020
2191836438,11,2,0,0,0,31,1,0,1,0,0,2,5,0,2,2,1,3,2017,0
9013548597,5,1,0,0,0,29,1,1,4,0,0,2,4,0,3,3,3,3,2019,0
4594560695,11,1,0,0,0,29,1,0,3,1,0,0,8,0,4,4,0,3,2014,0
1900453285,7,1,0,0,0,46,1,1,4,1,0,1,0,1,4,3,1,4,2015,2016
9284118912,0,1,0,0,0,30,3,1,3,0,0,0,4,0,1,2,0,3,2018,0
9774468616,3,1,0,0,0,41,1,0,0,1,0,1,4,0,2,3,1,3,2018,0
2268142296,6,2,0,0,0,24,1,0,3,0,1,2,10,0,3,3,1,3,2012,0
5729252980,9,1,0,0,0,23,2,0,0,1,0,2,11,0,3,3,2,3,2012,0
7124428125,1,0,0,0,0,32,1,0,4,0,0,2,0,1,4,1,0,3,2017,2018
213642904,5,0,0,0,1,31,2,0,4,0,0,2,0,1,1,3,1,3,2021,2021
6684010679,4,0,0,0,3,43,1,0,3,0,0,2,10,0,4,3,2,3,2012,0
3177610664,12,1,0,0,0,37,2,0,2,0,0,2,6,0,3,4,0,3,2016,0
1716766623,11,1,0,0,1,35,1,1,4,0,0,0,5,0,4,4,1,3,2017,0
6916623115,12,1,1,0,0,21,1,0,1,1,0,1,4,0,1,3,2,3,2018,0
2838288070,3,1,1,0,0,60,1,0,4,1,0,2,4,0,4,2,3,4,2018,0
6024115407,12,1,1,0,3,29,1,0,4,0,0,2,9,0,2,2,1,3,2013,0
1155740069,12,2,0,0,0,30,1,0,4,0,0,2,0,1,4,3,2,3,2021,2021
3145306755,11,1,1,0,0,39,1,0,2,0,0,1,8,0,4,1,0,3,2014,0
6782383946,4,1,0,0,0,50,1,0,4,1,0,0,9,0,1,3,1,3,2013,0
9226364156,3,1,1,0,1,44,1,0,3,0,0,0,5,0,4,2,2,3,2017,0
698086933,6,1,1,0,0,37,1,0,2,0,0,2,4,0,3,3,0,4,2018,0
6187680418,11,0,0,0,0,31,1,1,4,0,0,2,0,1,3,3,1,3,2012,2012
1721234950,1,2,0,0,5,40,1,1,4,0,0,0,8,0,2,1,2,3,2014,0
9475511330,8,1,1,0,1,39,1,0,0,0,0,0,3,0,1,3,0,3,2019,0
293030400,5,1,0,0,0,34,1,1,4,0,0,2,6,0,4,3,1,3,2016,0
5675242636,11,1,1,0,3,38,1,0,1,0,0,2,8,0,1,2,2,3,2014,0
4103072699,12,1,0,0,0,39,1,0,2,0,0,2,8,0,3,2,0,3,2014,0
3231647302,7,1,1,0,0,32,1,1,4,1,0,2,5,0,4,3,1,3,2017,0
6194578105,4,1,1,0,0,26,1,0,3,0,0,2,3,0,1,3,1,3,2019,0
1179289214,6,1,1,0,1,32,1,0,1,0,0,1,2,0,2,4,0,3,2021,0
741690883,12,1,0,0,4,26,2,0,4,0,0,2,9,0,2,3,1,4,2013,0
5296632197,5,1,0,0,3,35,1,1,4,0,0,2,10,0,4,3,2,3,2012,0
3223857108,0,1,1,0,0,36,1,1,4,1,0,1,8,0,3,2,0,3,2014,0
5513199335,9,1,0,0,0,29,2,0,4,0,0,1,6,0,3,3,1,3,2016,0
1673292265,10,1,0,0,0,26,2,0,0,0,0,2,0,1,4,3,2,3,2020,2021
5402532689,12,1,0,0,1,61,1,1,4,1,0,1,8,0,4,3,0,3,2014,0
338669373,5,1,0,0,0,26,2,0,1,0,0,2,2,0,4,3,1,3,2020,0
6358263882,12,1,1,0,0,41,1,0,4,0,0,2,6,0,3,4,2,3,2016,0
5136284883,6,1,0,0,4,46,1,0,2,1,0,2,1,1,4,2,0,3,2012,2013
2774740477,11,1,1,0,0,30,1,0,4,0,0,1,8,0,4,2,1,3,2014,0
130811916,1,1,0,0,0,28,1,1,3,0,0,0,7,0,4,3,2,3,2015,0
2330345113,0,1,0,0,3,29,1,0,4,0,0,0,10,0,3,2,0,3,2012,0
1091647106,12,3,0,0,0,46,1,0,4,1,0,2,5,0,4,2,1,3,2017,0
62026776,6,1,0,0,0,38,1,0,3,0,0,0,1,0,4,1,2,3,2021,0
553730775,11,1,1,0,0,27,1,1,3,0,0,0,0,1,4,3,0,4,2012,2012
3353484334,4,1,0,0,0,26,1,0,2,0,0,0,2,1,1,4,1,4,2018,2021
816521238,11,1,0,0,0,27,0,0,3,0,0,2,1,0,3,4,2,3,2021,0
9149620211,5,1,0,0,0,29,1,0,2,0,0,2,7,0,2,3,7,3,2015,0
9414253752,11,2,0,0,3,62,1,0,2,1,0,2,1,1,3,1,1,3,2016,2018
9705951632,1,2,1,0,4,34,1,0,3,0,0,0,9,0,3,3,2,3,2013,0
1054097051,11,0,0,0,0,26,1,0,4,0,0,2,2,0,4,3,0,3,2020,0
5047775289,7,2,0,0,0,25,1,0,2,0,0,1,6,0,1,2,1,3,2016,0
4162435896,6,1,1,0,0,31,2,0,2,0,0,2,10,0,4,3,2,3,2012,0
6643996838,9,1,0,0,1,63,1,0,1,1,0,1,10,0,4,3,0,3,2012,0
6598809660,7,1,1,0,3,28,1,0,2,1,0,0,8,0,3,3,1,3,2014,0
8890945608,3,2,0,0,0,33,1,0,2,0,0,2,9,0,4,2,2,3,2013,0
4605426642,9,2,0,0,3,36,1,1,4,0,0,2,1,1,1,3,0,3,2015,2017
414753776,7,1,0,0,0,40,1,0,0,0,0,0,1,0,1,2,1,3,2021,0
192869483,0,1,1,0,3,37,1,0,3,0,0,1,9,0,3,3,2,3,2013,0
6497597529,0,3,0,0,0,32,1,0,4,1,0,2,2,0,3,3,0,3,2020,0
1342983369,12,1,0,0,0,29,1,0,4,0,0,1,1,0,3,3,1,4,2021,0
4437501283,7,1,1,0,4,37,3,0,0,0,1,0,5,0,4,3,2,3,2017,0
8140740405,12,1,1,0,0,29,1,0,4,1,0,1,10,0,1,3,0,3,2012,0
1915913387,4,1,1,0,0,30,1,0,2,0,0,0,0,1,4,3,1,3,2014,2015
1159597010,12,1,0,0,0,38,1,0,2,0,0,2,9,0,3,3,2,3,2013,0
1397644023,6,1,0,0,0,31,2,0,3,0,0,2,2,1,1,3,0,3,2018,2020
7987330063,7,1,0,0,0,38,1,0,3,0,0,0,7,0,3,3,1,3,2015,0
5415985339,3,1,1,0,0,36,1,0,3,0,0,2,4,0,4,2,1,3,2018,0
7206062051,10,1,0,0,4,41,1,0,3,1,0,2,7,0,2,4,7,3,2015,0
3613728055,4,0,0,0,0,40,3,1,3,0,0,2,6,0,2,1,1,4,2016,0
5177203218,0,1,1,0,1,37,1,0,3,0,0,0,4,0,4,3,2,3,2018,0
2066534911,6,0,0,0,3,35,1,0,2,0,0,1,10,0,1,3,10,3,2012,0
7793998154,6,1,0,0,3,39,1,0,0,0,0,1,1,0,2,2,1,3,2021,0
8551873440,6,1,1,0,0,30,1,1,4,0,0,2,3,0,3,1,2,3,2019,0
5153850927,9,1,0,0,1,42,1,1,4,0,0,1,0,1,2,3,0,3,2012,2012
1392516939,4,1,0,0,0,32,1,1,4,0,0,0,7,0,4,3,1,4,2015,0
9132676657,8,1,0,0,0,40,1,1,4,0,0,1,3,0,1,3,0,3,2019,0
6587114114,11,1,0,0,0,23,1,0,4,0,0,2,9,0,4,3,9,3,2013,0
5664200884,10,1,0,0,0,27,1,0,0,1,0,2,4,0,4,3,3,3,2018,0
8626921093,7,1,0,0,0,43,1,1,4,0,0,0,1,1,1,3,2,3,2015,2017
7416575135,1,1,1,0,0,33,0,0,3,0,0,0,0,1,2,2,0,3,2015,2016
2461489688,12,1,0,0,5,35,1,0,3,0,0,2,0,1,4,2,1,4,2016,2017
5495893881,0,1,0,0,0,40,1,1,3,0,0,0,7,0,4,4,2,3,2015,0
240951251,11,2,0,0,0,25,1,1,3,1,0,2,4,0,3,4,0,3,2018,0
9643769905,12,1,0,0,0,34,1,0,3,0,0,1,9,0,4,3,1,3,2013,0
5749454106,6,1,1,0,1,50,0,0,1,1,0,0,1,1,2,2,2,3,2013,2014
5884685211,5,2,0,0,2,32,1,0,3,0,0,2,3,0,1,3,1,4,2019,0
2179877716,7,1,0,0,0,24,1,0,4,1,0,2,5,0,2,1,1,4,2017,0
9664216465,9,1,0,0,3,38,1,1,4,0,0,2,9,0,2,2,2,3,2013,0
484307588,4,1,1,0,0,33,1,0,3,1,0,0,1,0,3,2,0,3,2021,0
2661610659,4,1,1,0,5,23,1,0,3,0,0,0,9,0,3,3,1,4,2013,0
7221202050,9,1,1,0,0,39,1,1,4,0,0,2,2,0,4,2,2,3,2020,0
5172622281,3,1,0,0,0,26,1,0,2,1,0,1,1,1,4,3,0,3,2017,2019
2753213332,6,1,1,0,0,32,1,0,3,0,0,2,4,0,1,3,1,3,2018,0
9523578723,1,1,1,0,0,33,1,0,3,1,0,0,3,0,4,3,2,3,2019,0
1855812703,6,0,0,0,0,26,1,1,4,1,0,2,10,0,3,1,0,4,2012,0
7762949035,6,1,0,0,0,39,1,0,3,0,0,0,8,0,4,3,1,3,2014,0
9450584736,3,1,0,0,0,35,1,1,4,1,0,1,1,0,2,3,2,3,2021,0
5305237896,12,0,0,0,0,28,1,1,4,0,0,2,3,0,4,3,0,4,2019,0
8488156355,7,3,0,0,0,33,1,1,4,0,0,2,5,0,1,3,1,3,2017,0
8625497290,12,1,0,0,0,21,2,0,1,0,0,2,1,1,2,3,2,3,2019,2021
8057668487,11,3,0,0,0,38,1,0,3,0,0,2,8,0,2,2,0,3,2014,0
1827926738,12,1,0,0,3,28,2,0,4,0,1,2,2,0,4,3,1,3,2020,0
8537888430,7,1,0,0,0,36,1,0,0,0,0,0,9,0,4,2,2,3,2013,0
8420378787,8,1,1,0,0,38,1,0,0,0,0,1,3,0,2,4,1,3,2019,0
2757707140,0,1,0,0,0,29,2,0,1,0,0,0,6,0,3,3,1,3,2016,0
7824851135,3,1,0,0,3,30,0,1,4,0,0,0,7,0,2,2,2,3,2015,0
