employee_id,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,gender,sexual_orientation,race,age,education,location,location_city,marital_status,employment_status,salary,hire_date,term_date,tenure,term_type,term_reason,active_status
3132750951,HR,Recruiting,1358690858,2391682711,3315940256,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Indianapolis,Single,Full Time,78724,2016-11-13,2018-09-27,23,Voluntary,More flexible benefits,0
9145057655,Administration,Travel,479745176,549775725,1055389029,12104572130,Individual Contributor,Female,Heterosexual,African American,43,Bachelor's degree,Remote,Jacksonville,Single,Full Time,59306,2016-11-22,2020-11-04,48,Voluntary,Better salary,0
5177520760,Product Development,Product Marketing,7928121193,5793341199,4754231337,12104572130,Individual Contributor,Female,Heterosexual,Other,43,Bachelor's degree,Remote,San Diego,Single,Full Time,68552,2012-09-15,,126,,,1
2381135998,Software,Technical Support,4657616823,6279119392,5942974370,12104572130,Individual Contributor,Female,Heterosexual,Hispanic,22,Bachelor's degree,On-site,San Francisco,Single,Full Time,77590,2016-10-22,,76,,,1
6070507973,Software,Software Development,2870084555,6268712051,12104572130,,Team Lead,Female,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Columbus,Single,Full Time,115548,2016-04-14,,83,,,1
6074908055,Software,Technical Support,3228223998,7941658615,21007178,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,57,Bachelor's degree,On-site,San Francisco,Married,Full Time,77026,2020-11-07,,27,,,1
5717192834,Operations,Logistics,1697459633,8488156355,12104572130,,Team Lead,Male,Heterosexual,Asian,26,Bachelor's degree,Remote,Fort Worth,Single,Full Time,87510,2016-08-10,,79,,,1
3455600620,Procurement,Supply Chain,2246046077,1055062301,4284772434,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,On-site,Los Angeles,Married,Full Time,51398,2017-05-19,2018-05-10,12,Voluntary,Better salary,0
8293368222,Customer Service,Account Management,9191905228,8237113481,9657388599,12104572130,Individual Contributor,Male,Heterosexual,African American,30,Bachelor's degree,Remote,Philadelphia,Single,Full Time,41056,2015-06-19,,93,,,1
302596366,Finance,Financial Planning,3031342969,9341365400,4691268378,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Boston,Single,Full Time,88297,2021-01-23,,24,,,1
1945615990,R&D,Product Design,5279525268,9474330457,1424199297,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,26,Associate's degree,Remote,Austin,Single,Full Time,75808,2018-01-11,,61,,,1
1207731538,Software,Software Development,2365847572,6279119392,5959242695,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Fort Worth,Single,Full Time,84908,2016-03-12,,84,,,1
5087862989,Product Development,Product Marketing,7928121193,4889803209,765808111,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,88753,2020-08-08,,30,,,1
719280514,Software,Software Development,5705066913,3159687889,12104572130,,Team Lead,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,111871,2014-09-30,,101,,,1
4088627994,Customer Service,Technical Support,4396775897,4701018058,9657388599,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,32,Bachelor's degree,On-site,Los Angeles,Single,Full Time,57204,2014-10-24,,100,,,1
5559805143,HR,Benefits,5301823462,2656122790,1871591752,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Philadelphia,Single,Full Time,77784,2020-03-30,,34,,,1
6427392326,Operations,Logistics,4987810981,91052068,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,On-site,Dallas,Single,Contract,62162,2012-10-05,,125,,,1
5635019266,Customer Service,Account Management,7028724657,4701018058,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Indianapolis,Single,Full Time,67410,2012-10-28,2013-08-08,9,Voluntary,More flexible benefits,0
3419666888,Sales,Account Management,6284193546,8983780137,390131335,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Columbus,Single,Full Time,65041,2017-11-22,,63,,,1
4195059968,HR,Recruiting,8228676841,2771745961,2874824995,12104572130,Individual Contributor,Female,Heterosexual,Native American,43,Master's degree,Remote,Charlotte,Single,Full Time,67648,2015-11-02,2016-10-15,12,Voluntary,Personal reasons,0
4189971085,Customer Service,Account Management,7453002486,6384586478,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Dallas,Single,Full Time,61721,2017-03-18,2019-03-08,24,Voluntary,Personal reasons,0
1706457525,Operations,Supply Chain,437433600,1697459633,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Bachelor's degree,Remote,San Jose,Single,Full Time,63598,2020-10-04,,28,,,1
4122711408,Software,Software Development,7726927943,3458280098,5254944830,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Master's degree,Remote,San Antonio,Married,Full Time,97953,2012-10-14,,125,,,1
3574465663,Procurement,Supply Chain,2942515027,4284772434,12104572130,,Team Lead,Female,Heterosexual,Caucasian,34,Bachelor's degree,Remote,San Diego,Single,Full Time,77113,2017-08-10,,66,,,1
1936365666,Product Development,Product Management,8270405811,3002121194,4754231337,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,Remote,Houston,Single,Full Time,89474,2020-12-31,,25,,,1
4426824972,Operations,Supply Chain,6846380854,91052068,8495424892,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,23,Bachelor's degree,Remote,San Antonio,Single,Full Time,69540,2021-12-08,,14,,,1
7745482795,Software,QA,2099130087,7941658615,2107182373,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,27,Master's degree,Remote,Dallas,Married,Full Time,90482,2018-11-17,,51,,,1
1830942901,HR,Training,6684010679,8421163041,12104572130,,Team Lead,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Chicago,Single,Contract,62441,2013-02-09,2015-03-06,25,Involuntary,Company restructuring,0
4498722283,Operations,Supply Chain,2779182551,5857782715,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,New York,Single,Full Time,67367,2013-05-23,,118,,,1
4623302049,Software,QA,5200779776,1371430516,9368442131,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,58,Master's degree,Remote,Charlotte,Married,Full Time,86123,2019-01-26,,49,,,1
9869319592,R&D,Product Design,3768693437,4549900708,3792599203,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,San Francisco,Married,Full Time,70682,2014-10-24,,100,,,1
6721370239,Customer Service,Technical Support,2491385131,3800737707,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,On-site,Los Angeles,Single,Full Time,53519,2015-11-24,,87,,,1
3652985215,HR,Recruiting,12104572130,,,,Director,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Chicago,Single,Full Time,92622,2020-04-12,2021-03-04,11,Voluntary,Relocation,0
1979347392,Sales,Business Development,5608227969,2976516973,3142852362,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Charlotte,Single,Full Time,84568,2020-07-10,,31,,,1
4455700470,Administration,Travel,409650215,7529168424,8199309593,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,On-site,Los Angeles,Single,Full Time,64664,2014-02-23,,109,,,1
425311703,Administration,Facilities,4064122448,7117669516,1055389029,12104572130,Individual Contributor,Male,Heterosexual,Asian,50,Bachelor's degree,Remote,San Jose,Married,Full Time,72594,2019-12-21,,38,,,1
8145688855,Procurement,Supply Chain,1144778675,1183939979,3570683418,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Master's degree,Remote,Fort Worth,Single,Full Time,64839,2012-03-21,,132,,,1
2114631381,Finance,Auditing,1461189915,1672001344,3615825420,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,48,Master's degree,Remote,Indianapolis,Married,Full Time,71280,2018-02-23,,60,,,1
5970265572,Product Development,Product Management,7785638811,7048513680,2316448272,12104572130,Individual Contributor,Male,Heterosexual,Asian,27,Bachelor's degree,Remote,San Francisco,Single,Full Time,90669,2015-12-23,,86,,,1
4368842589,HR,Recruiting,5859917934,1442904299,302887809,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Denver,Single,Full Time,73209,2015-10-21,,88,,,1
1208397417,Sales,Business Development,5459247260,2231553779,390131335,12104572130,Individual Contributor,Male,Heterosexual,African American,29,Master's degree,Remote,San Francisco,Single,Full Time,64291,2017-08-20,,66,,,1
7978060565,Administration,Executive Assistants,210504182,7529168424,8199309593,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,38,Master's degree,Remote,San Francisco,Single,Full Time,57812,2013-08-31,,114,,,1
4875403673,Customer Service,Customer Support,6384586478,9657388599,12104572130,,Team Lead,Male,Heterosexual,African American,21,Bachelor's degree,Remote,New York,Single,Full Time,51645,2021-04-03,,22,,,1
9734696621,R&D,Product Design,6724621592,5760565657,1424199297,12104572130,Individual Contributor,Male,Heterosexual,Other,35,Bachelor's degree,Remote,Austin,Married,Full Time,86304,2019-10-08,,40,,,1
6647006293,Operations,Logistics,3391078453,5721091419,8495424892,12104572130,Individual Contributor,Female,Heterosexual,Other,23,Bachelor's degree,Remote,San Diego,Single,Full Time,79021,2014-05-03,2016-03-31,23,Voluntary,More flexible benefits,0
6589898354,HR,Recruiting,5620591359,977946997,8377149542,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,None,Remote,Seattle,Single,Full Time,60336,2018-07-11,,55,,,1
2287158766,Software,Technical Support,3655330750,1097818055,226422921,12104572130,Individual Contributor,Male,Heterosexual,Asian,26,Master's degree,Remote,Fort Worth,Single,Full Time,100721,2016-04-23,2017-03-02,10,Involuntary,Performance,0
173519645,Finance,Auditing,8890945608,3064528137,5312370235,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,On-site,Los Angeles,Single,Full Time,79827,2018-10-21,,52,,,1
2311589941,HR,Benefits,2010047725,7971865728,8421163041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,San Diego,Single,Full Time,76936,2021-08-09,,18,,,1
5391435752,Sales,Business Development,8594426023,8143187226,4098218245,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Charlotte,Single,Full Time,87879,2016-11-23,,75,,,1
4784220528,Marketing,Marketing Research,7047046426,6201562625,4092540016,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Master's degree,Remote,Houston,Single,Full Time,76488,2019-06-04,,44,,,1
2099350203,Operations,Logistics,4923426918,263295907,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Seattle,Single,Full Time,61733,2012-06-02,,130,,,1
3308213158,Customer Service,Customer Support,8036961249,5719467697,9657388599,12104572130,Individual Contributor,Male,Heterosexual,African American,41,Bachelor's degree,Remote,Charlotte,Married,Contract,48756,2017-03-21,,71,,,1
1746330094,Operations,Project Management,2422532302,9107093688,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,73682,2013-07-30,,116,,,1
4831913304,Sales,Business Development,3671325389,4566010041,3142852362,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Denver,Single,Full Time,72763,2019-05-06,2021-06-07,25,Involuntary,Company restructuring,0
8272818571,Finance,Financial Planning,1256124671,3064528137,6641422960,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,35,Bachelor's degree,On-site,Los Angeles,Single,Full Time,75900,2013-08-22,,115,,,1
2363413085,Finance,Auditing,4229204534,4860054560,7504010968,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,On-site,San Francisco,Married,Full Time,62703,2021-04-18,,22,,,1
8384834713,Software,Technical Support,4422581426,4502528035,2107182373,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,On-site,San Francisco,Single,Full Time,74658,2015-03-17,,96,,,1
9859324379,Operations,Logistics,7626222393,263295907,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Indianapolis,Single,Full Time,60735,2014-08-19,2015-05-30,9,Voluntary,More flexible benefits,0
4785952231,Operations,Logistics,5357100354,91052068,9452810041,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Phoenix,Single,Full Time,72227,2015-06-23,2016-04-03,10,Voluntary,Found a better opportunity,0
1270185796,Software,Technical Support,1523340543,1900946112,259741855,12104572130,Individual Contributor,Female,Heterosexual,Asian,47,Bachelor's degree,Remote,New York,Married,Full Time,90027,2013-08-17,,115,,,1
62484857,Marketing,Public Relations,285196675,1670871353,1949400041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,Denver,Single,Full Time,64798,2019-06-08,,44,,,1
3392502096,Software,Technical Support,7708606215,12104572130,,,Manager,Male,Heterosexual,Caucasian,26,Bachelor's degree,On-site,Los Angeles,Single,Full Time,93836,2019-08-04,,42,,,1
6815224510,Administration,Travel,409650215,1133455702,1055389029,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Denver,Single,Full Time,52062,2019-05-13,,45,,,1
1936638777,R&D,Product Design,6635192943,4549900708,9928084959,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Houston,Married,Full Time,91800,2021-02-22,2021-08-16,6,Voluntary,Career change,0
9272598139,Marketing,Marketing Research,3007781589,2066534911,4092540016,12104572130,Individual Contributor,Female,Heterosexual,Asian,28,None,Remote,Charlotte,Married,Full Time,63897,2018-07-20,,55,,,1
8438296592,HR,Training,9786250674,977946997,302887809,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,None,Remote,Chicago,Single,Full Time,74784,2015-11-16,,88,,,1
7809755260,Operations,Supply Chain,31934668,9490565071,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,25,Bachelor's degree,On-site,San Francisco,Single,Full Time,72469,2019-01-06,,49,,,1
7351314038,Software,Software Development,9160507725,7297337598,9451957864,12104572130,Individual Contributor,Male,Heterosexual,Asian,35,Bachelor's degree,Remote,Indianapolis,Single,Full Time,102082,2015-08-19,2016-08-27,12,Voluntary,More flexible benefits,0
9481633581,Product Development,Product Marketing,1616961292,4754231337,12104572130,,Team Lead,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Jacksonville,Married,Full Time,96508,2019-04-22,,46,,,1
117092761,R&D,Research,6437708561,9562660050,1424199297,12104572130,Individual Contributor,Female,Heterosexual,Asian,37,Associate's degree,Remote,San Francisco,Single,Full Time,86179,2016-07-07,,80,,,1
8270405811,Product Development,Product Marketing,3438576425,5207980214,12104572130,,Team Lead,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Houston,Single,Full Time,107434,2012-04-18,,131,,,1
5670437039,Operations,Project Management,5011019034,3353867183,9843016922,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Master's degree,Remote,San Antonio,Single,Full Time,63698,2015-07-02,,92,,,1
1711782397,Software,Technical Support,6794645902,2018169686,1327507817,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Antonio,Married,Full Time,104370,2017-06-29,2018-06-26,12,Voluntary,Found a better opportunity,0
1957896163,Operations,Supply Chain,2779182551,2173035137,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,40,Master's degree,Remote,San Francisco,Single,Full Time,75897,2017-12-29,,62,,,1
5823233568,Customer Service,Account Management,7955376490,3800737707,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,Remote,San Antonio,Single,Full Time,75983,2015-08-31,,90,,,1
5187621014,HR,Recruiting,3315940256,12104572130,,,Manager,Male,Bisexual,Caucasian,41,Master's degree,Remote,San Diego,Married,Full Time,95287,2019-11-02,,39,,,1
1548180323,Marketing,Marketing Research,7893246372,7505933947,9743222543,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,32,Associate's degree,Remote,San Diego,Single,Full Time,64222,2019-06-26,2021-04-13,22,Voluntary,Found a better opportunity,0
7530309960,Software,QA,198705652,1097818055,9451957864,12104572130,Individual Contributor,Male,Heterosexual,Asian,22,Bachelor's degree,Remote,San Francisco,Single,Full Time,105204,2013-01-17,2014-11-11,22,Involuntary,Company restructuring,0
5271756529,Marketing,Advertising,3007781589,1329170177,2813655685,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,40,Master's degree,Remote,Columbus,Single,Full Time,89996,2016-01-14,,86,,,1
4471286397,Software,QA,198705652,9798129566,9451957864,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,Remote,Columbus,Married,Full Time,93870,2017-01-25,,73,,,1
8252142720,Operations,Project Management,2995159575,216953146,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,85125,2015-09-10,,90,,,1
9023502315,Operations,Project Management,4398475173,4521656077,9843016922,12104572130,Individual Contributor,Female,Heterosexual,Hispanic,26,Bachelor's degree,Remote,Fort Worth,Single,Full Time,54300,2015-08-27,2017-05-31,21,Voluntary,Better salary,0
395326658,Marketing,Marketing Research,3285517914,2271051594,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,52,Bachelor's degree,On-site,San Francisco,Married,Full Time,75960,2016-03-22,,83,,,1
3471465715,Product Development,Project Management,7785638811,5996672506,5207980214,12104572130,Individual Contributor,Male,Heterosexual,Asian,40,Bachelor's degree,Remote,Charlotte,Single,Full Time,87375,2017-06-02,,69,,,1
9741260931,HR,Training,8855479112,8377149542,12104572130,,Team Lead,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Indianapolis,Single,Full Time,72774,2017-09-09,,65,,,1
3131759161,Software,QA,9900405594,226422921,12104572130,,Team Lead,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Indianapolis,Single,Full Time,105363,2019-02-06,,48,,,1
4337561326,Sales,Business Development,2188325953,12104572130,,,Manager,Female,Heterosexual,Caucasian,49,Bachelor's degree,On-site,San Francisco,Married,Full Time,87124,2018-04-12,2020-05-10,25,Voluntary,Better salary,0
5837683509,Software,Software Development,5200779776,2870084555,6129740252,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,San Francisco,Single,Full Time,73253,2017-04-15,,70,,,1
3689872226,Sales,Account Management,2984727603,4052123241,1074347333,12104572130,Individual Contributor,Male,Heterosexual,Native American,53,Bachelor's degree,Remote,Washington DC,Married,Full Time,74360,2013-03-21,,120,,,1
1409152100,Finance,Auditing,1461189915,2813354026,5312370235,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,San Francisco,Single,Full Time,90598,2016-01-08,,86,,,1
2857217034,Marketing,Marketing Research,1807511451,2884263685,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Asian,48,Bachelor's degree,Remote,Dallas,Married,Full Time,74022,2018-01-15,2018-12-16,11,Voluntary,Better salary,0
8012458560,Software,Software Development,7726927943,9180299011,5942974370,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Indianapolis,Single,Full Time,84108,2021-02-11,,24,,,1
6880077561,Legal,Corporate Law,5884685211,9853910653,5222419382,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,On-site,Los Angeles,Single,Full Time,109020,2018-05-09,,57,,,1
887944917,Software,Software Development,3583023331,3116630222,1091647106,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Fort Worth,Married,Full Time,87639,2020-03-19,,35,,,1
3103666995,Software,Software Development,6070507973,9322200876,1327507817,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,21,Bachelor's degree,Remote,San Francisco,Single,Full Time,93378,2020-03-14,,35,,,1
882333988,Operations,Project Management,1771132947,1689927080,8495424892,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,37,Bachelor's degree,Remote,Washington DC,Married,Full Time,75400,2017-06-10,,68,,,1
2308512911,Sales,Account Management,133287801,2305445429,390131335,12104572130,Individual Contributor,Male,Lesbian,Caucasian,37,Bachelor's degree,Remote,New York,Single,Full Time,75935,2015-11-21,,87,,,1
5357100354,Operations,Logistics,216953146,9452810041,12104572130,,Team Lead,Female,Heterosexual,Asian,43,Bachelor's degree,Remote,San Jose,Single,Full Time,64504,2018-05-14,,57,,,1
9664621525,Software,Technical Support,9293014412,637102865,226422921,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,On-site,Los Angeles,Married,Full Time,93638,2017-05-01,,70,,,1
6605918003,Operations,Logistics,437433600,2173035137,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Francisco,Single,Full Time,75859,2014-10-09,,101,,,1
7886810823,Software,Software Development,9952342498,7297337598,7357925070,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Master's degree,Remote,Denver,Single,Full Time,80699,2015-01-19,,98,,,1
2086423589,Software,QA,6419439753,4097584094,9368442131,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Austin,Single,Full Time,92626,2014-11-28,,99,,,1
