employee_id,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,gender,sexual_orientation,race,age,education,location,location_city,marital_status,employment_status,salary,hire_date,term_date,years_of_service,term_type,term_reason,Employee Status
5110366685,5,5.3,8808926609,2591261030,12104572130,,Team Lead,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,San Antonio,Married,Full Time,96144,7/30/19,0,3,0,0,0
3664844848,11,11.3,12104572130,,,,Director,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Phoenix,Single,Full Time,111400,10/7/16,0,6,0,0,0
6031372453,4,4.3,5221215448,1885370993,5940412697,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,29,Master's degree,On-site,Dallas,Single,Full Time,59890,5/9/13,0,9,0,0,0
7465579576,12,12.1,2365847572,1900946112,1327507817,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,21,Bachelor's degree,On-site,San Francisco,Single,Full Time,101128,1/28/15,0,7,0,0,0
9293014412,12,12.1,6851422667,3902693036,12104572130,,Team Lead,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Chicago,Single,Full Time,93019,9/30/18,0,4,0,0,0
5886351040,0,0.1,6216076748,4609895564,1055389029,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Houston,Married,Full Time,55464,2/13/19,0,3,0,0,0
2015715664,12,12.1,5912824385,8910285795,6268712051,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Austin,Single,Full Time,104135,4/7/21,0,1,0,0,0
6778214901,7,7.1,4398475173,9490565071,1740357466,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,Master's degree,On-site,San Francisco,Single,Full Time,59776,6/14/20,0,2,0,0,0
9314042584,12,12.3,777501422,9322200876,1327507817,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Washington DC,Married,Full Time,88313,4/14/13,0,9,0,0,0
9446851865,7,7.1,1927101441,2308855907,1740357466,12104572130,Individual Contributor,Female,Heterosexual,Asian,24,Bachelor's degree,Remote,Philadelphia,Single,Full Time,59831,12/28/21,0,1,0,0,0
2355096800,12,12.2,4152298519,7496509791,5959242695,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Denver,Single,Full Time,94549,11/24/19,0,3,0,0,0
5812269282,5,5.3,7498405488,1490361837,5930096966,12104572130,Individual Contributor,Female,Gay,Caucasian,27,Bachelor's degree,On-site,Los Angeles,Married,Full Time,110099,2/25/16,1/14/18,1,Voluntary,Relocation,1
3132750951,4,4.2,1358690858,2391682711,3315940256,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Indianapolis,Single,Full Time,78724,11/13/16,9/27/18,1,Voluntary,More flexible benefits,1
9145057655,0,0.2,479745176,549775725,1055389029,12104572130,Individual Contributor,Female,Heterosexual,African American,43,Bachelor's degree,Remote,Jacksonville,Single,Full Time,59306,11/22/16,11/4/20,3,Voluntary,Better salary,1
5177520760,9,9.2,7928121193,5793341199,4754231337,12104572130,Individual Contributor,Female,Heterosexual,Other,43,Bachelor's degree,Remote,San Diego,Single,Full Time,68552,9/15/12,0,10,0,0,0
2381135998,12,12.3,4657616823,6279119392,5942974370,12104572130,Individual Contributor,Female,Heterosexual,Hispanic,22,Bachelor's degree,On-site,San Francisco,Single,Full Time,77590,10/22/16,0,6,0,0,0
6070507973,12,12.2,2870084555,6268712051,12104572130,,Team Lead,Female,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Columbus,Single,Full Time,115548,4/14/16,0,6,0,0,0
6074908055,12,12.3,3228223998,7941658615,21007178,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,57,Bachelor's degree,On-site,San Francisco,Married,Full Time,77026,11/7/20,0,2,0,0,0
5717192834,7,7.1,1697459633,8488156355,12104572130,,Team Lead,Male,Heterosexual,Asian,26,Bachelor's degree,Remote,Fort Worth,Single,Full Time,87510,8/10/16,0,6,0,0,0
3455600620,8,8.2,2246046077,1055062301,4284772434,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,On-site,Los Angeles,Married,Full Time,51398,5/19/17,5/10/18,0,Voluntary,Better salary,1
8293368222,1,1.1,9191905228,8237113481,9657388599,12104572130,Individual Contributor,Male,Heterosexual,African American,30,Bachelor's degree,Remote,Philadelphia,Single,Full Time,41056,6/19/15,0,7,0,0,0
302596366,3,3.3,3031342969,9341365400,4691268378,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Boston,Single,Full Time,88297,1/23/21,0,1,0,0,0
1945615990,10,10.1,5279525268,9474330457,1424199297,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,26,Associate's degree,Remote,Austin,Single,Full Time,75808,1/11/18,0,4,0,0,0
1207731538,12,12.2,2365847572,6279119392,5959242695,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Fort Worth,Single,Full Time,84908,3/12/16,0,6,0,0,0
5087862989,9,9.2,7928121193,4889803209,765808111,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,88753,8/8/20,0,2,0,0,0
719280514,12,12.2,5705066913,3159687889,12104572130,,Team Lead,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,111871,9/30/14,0,8,0,0,0
4088627994,1,1.3,4396775897,4701018058,9657388599,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,32,Bachelor's degree,On-site,Los Angeles,Single,Full Time,57204,10/24/14,0,8,0,0,0
5559805143,4,4.1,5301823462,2656122790,1871591752,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Philadelphia,Single,Full Time,77784,3/30/20,0,2,0,0,0
6427392326,7,7.1,4987810981,91052068,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,On-site,Dallas,Single,Contract,62162,10/5/12,0,10,0,0,0
5635019266,1,1.1,7028724657,4701018058,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Indianapolis,Single,Full Time,67410,10/28/12,8/8/13,0,Voluntary,More flexible benefits,1
3419666888,11,11.1,6284193546,8983780137,390131335,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Columbus,Single,Full Time,65041,11/22/17,0,5,0,0,0
4195059968,4,4.2,8228676841,2771745961,2874824995,12104572130,Individual Contributor,Female,Heterosexual,Native American,43,Master's degree,Remote,Charlotte,Single,Full Time,67648,11/2/15,10/15/16,0,Voluntary,Personal reasons,1
4189971085,1,1.1,7453002486,6384586478,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Dallas,Single,Full Time,61721,3/18/17,3/8/19,1,Voluntary,Personal reasons,1
1706457525,7,7.3,437433600,1697459633,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Bachelor's degree,Remote,San Jose,Single,Full Time,63598,10/4/20,0,2,0,0,0
4122711408,12,12.2,7726927943,3458280098,5254944830,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Master's degree,Remote,San Antonio,Married,Full Time,97953,10/14/12,0,10,0,0,0
3574465663,8,8.2,2942515027,4284772434,12104572130,,Team Lead,Female,Heterosexual,Caucasian,34,Bachelor's degree,Remote,San Diego,Single,Full Time,77113,8/10/17,0,5,0,0,0
1936365666,9,9.1,8270405811,3002121194,4754231337,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,Remote,Houston,Single,Full Time,89474,12/31/20,0,2,0,0,0
4426824972,7,7.3,6846380854,91052068,8495424892,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,23,Bachelor's degree,Remote,San Antonio,Single,Full Time,69540,12/8/21,0,1,0,0,0
7745482795,12,12.1,2099130087,7941658615,2107182373,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,27,Master's degree,Remote,Dallas,Married,Full Time,90482,11/17/18,0,4,0,0,0
1830942901,4,4.3,6684010679,8421163041,12104572130,,Team Lead,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Chicago,Single,Contract,62441,2/9/13,3/6/15,2,Involuntary,Company restructuring,1
4498722283,7,7.3,2779182551,5857782715,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,New York,Single,Full Time,67367,5/23/13,0,9,0,0,0
4623302049,12,12.1,5200779776,1371430516,9368442131,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,58,Master's degree,Remote,Charlotte,Married,Full Time,86123,1/26/19,0,3,0,0,0
9869319592,10,10.1,3768693437,4549900708,3792599203,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,San Francisco,Married,Full Time,70682,10/24/14,0,8,0,0,0
6721370239,1,1.3,2491385131,3800737707,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,On-site,Los Angeles,Single,Full Time,53519,11/24/15,0,7,0,0,0
3652985215,4,4.2,12104572130,,,,Director,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Chicago,Single,Full Time,92622,4/12/20,3/4/21,0,Voluntary,Relocation,1
1979347392,11,11.2,5608227969,2976516973,3142852362,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Charlotte,Single,Full Time,84568,7/10/20,0,2,0,0,0
4455700470,0,0.2,409650215,7529168424,8199309593,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,On-site,Los Angeles,Single,Full Time,64664,2/23/14,0,8,0,0,0
425311703,0,0.2,4064122448,7117669516,1055389029,12104572130,Individual Contributor,Male,Heterosexual,Asian,50,Bachelor's degree,Remote,San Jose,Married,Full Time,72594,12/21/19,0,3,0,0,0
8145688855,8,8.2,1144778675,1183939979,3570683418,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Master's degree,Remote,Fort Worth,Single,Full Time,64839,3/21/12,0,10,0,0,0
2114631381,3,3.2,1461189915,1672001344,3615825420,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,48,Master's degree,Remote,Indianapolis,Married,Full Time,71280,2/23/18,0,4,0,0,0
5970265572,9,9.1,7785638811,7048513680,2316448272,12104572130,Individual Contributor,Male,Heterosexual,Asian,27,Bachelor's degree,Remote,San Francisco,Single,Full Time,90669,12/23/15,0,7,0,0,0
4368842589,4,4.2,5859917934,1442904299,302887809,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Denver,Single,Full Time,73209,10/21/15,0,7,0,0,0
1208397417,11,11.2,5459247260,2231553779,390131335,12104572130,Individual Contributor,Male,Heterosexual,African American,29,Master's degree,Remote,San Francisco,Single,Full Time,64291,8/20/17,0,5,0,0,0
7978060565,0,0.1,210504182,7529168424,8199309593,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,38,Master's degree,Remote,San Francisco,Single,Full Time,57812,8/31/13,0,9,0,0,0
4875403673,1,1.2,6384586478,9657388599,12104572130,,Team Lead,Male,Heterosexual,African American,21,Bachelor's degree,Remote,New York,Single,Full Time,51645,4/3/21,0,1,0,0,0
9734696621,10,10.1,6724621592,5760565657,1424199297,12104572130,Individual Contributor,Male,Heterosexual,Other,35,Bachelor's degree,Remote,Austin,Married,Full Time,86304,10/8/19,0,3,0,0,0
6647006293,7,7.1,3391078453,5721091419,8495424892,12104572130,Individual Contributor,Female,Heterosexual,Other,23,Bachelor's degree,Remote,San Diego,Single,Full Time,79021,5/3/14,3/31/16,1,Voluntary,More flexible benefits,1
6589898354,4,4.2,5620591359,977946997,8377149542,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,None,Remote,Seattle,Single,Full Time,60336,7/11/18,0,4,0,0,0
2287158766,12,12.3,3655330750,1097818055,226422921,12104572130,Individual Contributor,Male,Heterosexual,Asian,26,Master's degree,Remote,Fort Worth,Single,Full Time,100721,4/23/16,3/2/17,0,Involuntary,Performance,1
173519645,3,3.2,8890945608,3064528137,5312370235,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,On-site,Los Angeles,Single,Full Time,79827,10/21/18,0,4,0,0,0
2311589941,4,4.1,2010047725,7971865728,8421163041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,San Diego,Single,Full Time,76936,8/9/21,0,1,0,0,0
5391435752,11,11.2,8594426023,8143187226,4098218245,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Charlotte,Single,Full Time,87879,11/23/16,0,6,0,0,0
4784220528,6,6.2,7047046426,6201562625,4092540016,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Master's degree,Remote,Houston,Single,Full Time,76488,6/4/19,0,3,0,0,0
2099350203,7,7.1,4923426918,263295907,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Seattle,Single,Full Time,61733,6/2/12,0,10,0,0,0
3308213158,1,1.2,8036961249,5719467697,9657388599,12104572130,Individual Contributor,Male,Heterosexual,African American,41,Bachelor's degree,Remote,Charlotte,Married,Contract,48756,3/21/17,0,5,0,0,0
1746330094,7,7.2,2422532302,9107093688,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,73682,7/30/13,0,9,0,0,0
4831913304,11,11.2,3671325389,4566010041,3142852362,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Denver,Single,Full Time,72763,5/6/19,6/7/21,2,Involuntary,Company restructuring,1
8272818571,3,3.3,1256124671,3064528137,6641422960,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,35,Bachelor's degree,On-site,Los Angeles,Single,Full Time,75900,8/22/13,0,9,0,0,0
2363413085,3,3.2,4229204534,4860054560,7504010968,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,On-site,San Francisco,Married,Full Time,62703,4/18/21,0,1,0,0,0
8384834713,12,12.3,4422581426,4502528035,2107182373,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,On-site,San Francisco,Single,Full Time,74658,3/17/15,0,7,0,0,0
9859324379,7,7.1,7626222393,263295907,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Indianapolis,Single,Full Time,60735,8/19/14,5/30/15,0,Voluntary,More flexible benefits,1
4785952231,7,7.1,5357100354,91052068,9452810041,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Phoenix,Single,Full Time,72227,6/23/15,4/3/16,0,Voluntary,Found a better opportunity,1
1270185796,12,12.3,1523340543,1900946112,259741855,12104572130,Individual Contributor,Female,Heterosexual,Asian,47,Bachelor's degree,Remote,New York,Married,Full Time,90027,8/17/13,0,9,0,0,0
62484857,6,6.3,285196675,1670871353,1949400041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,Denver,Single,Full Time,64798,6/8/19,0,3,0,0,0
3392502096,12,12.3,7708606215,12104572130,,,Manager,Male,Heterosexual,Caucasian,26,Bachelor's degree,On-site,Los Angeles,Single,Full Time,93836,8/4/19,0,3,0,0,0
6815224510,0,0.2,409650215,1133455702,1055389029,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Denver,Single,Full Time,52062,5/13/19,0,3,0,0,0
1936638777,10,10.1,6635192943,4549900708,9928084959,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Houston,Married,Full Time,91800,2/22/21,8/16/21,0,Voluntary,Career change,1
9272598139,6,6.2,3007781589,2066534911,4092540016,12104572130,Individual Contributor,Female,Heterosexual,Asian,28,None,Remote,Charlotte,Married,Full Time,63897,7/20/18,0,4,0,0,0
8438296592,4,4.3,9786250674,977946997,302887809,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,None,Remote,Chicago,Single,Full Time,74784,11/16/15,0,7,0,0,0
7809755260,7,7.3,31934668,9490565071,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,25,Bachelor's degree,On-site,San Francisco,Single,Full Time,72469,1/6/19,0,3,0,0,0
7351314038,12,12.2,9160507725,7297337598,9451957864,12104572130,Individual Contributor,Male,Heterosexual,Asian,35,Bachelor's degree,Remote,Indianapolis,Single,Full Time,102082,8/19/15,8/27/16,1,Voluntary,More flexible benefits,1
9481633581,9,9.2,1616961292,4754231337,12104572130,,Team Lead,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Jacksonville,Married,Full Time,96508,4/22/19,0,3,0,0,0
117092761,10,10.3,6437708561,9562660050,1424199297,12104572130,Individual Contributor,Female,Heterosexual,Asian,37,Associate's degree,Remote,San Francisco,Single,Full Time,86179,7/7/16,0,6,0,0,0
8270405811,9,9.2,3438576425,5207980214,12104572130,,Team Lead,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Houston,Single,Full Time,107434,4/18/12,0,10,0,0,0
5670437039,7,7.2,5011019034,3353867183,9843016922,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Master's degree,Remote,San Antonio,Single,Full Time,63698,7/2/15,0,7,0,0,0
1711782397,12,12.3,6794645902,2018169686,1327507817,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Antonio,Married,Full Time,104370,6/29/17,6/26/18,0,Voluntary,Found a better opportunity,1
1957896163,7,7.3,2779182551,2173035137,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,40,Master's degree,Remote,San Francisco,Single,Full Time,75897,12/29/17,0,5,0,0,0
5823233568,1,1.1,7955376490,3800737707,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,Remote,San Antonio,Single,Full Time,75983,8/31/15,0,7,0,0,0
5187621014,4,4.2,3315940256,12104572130,,,Manager,Male,Bisexual,Caucasian,41,Master's degree,Remote,San Diego,Married,Full Time,95287,11/2/19,0,3,0,0,0
1548180323,6,6.2,7893246372,7505933947,9743222543,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,32,Associate's degree,Remote,San Diego,Single,Full Time,64222,6/26/19,4/13/21,1,Voluntary,Found a better opportunity,1
7530309960,12,12.1,198705652,1097818055,9451957864,12104572130,Individual Contributor,Male,Heterosexual,Asian,22,Bachelor's degree,Remote,San Francisco,Single,Full Time,105204,1/17/13,11/11/14,1,Involuntary,Company restructuring,1
5271756529,6,6.1,3007781589,1329170177,2813655685,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,40,Master's degree,Remote,Columbus,Single,Full Time,89996,1/14/16,0,6,0,0,0
4471286397,12,12.1,198705652,9798129566,9451957864,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,Remote,Columbus,Married,Full Time,93870,1/25/17,0,5,0,0,0
8252142720,7,7.2,2995159575,216953146,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,85125,9/10/15,0,7,0,0,0
9023502315,7,7.2,4398475173,4521656077,9843016922,12104572130,Individual Contributor,Female,Heterosexual,Hispanic,26,Bachelor's degree,Remote,Fort Worth,Single,Full Time,54300,8/27/15,5/31/17,1,Voluntary,Better salary,1
395326658,6,6.2,3285517914,2271051594,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,52,Bachelor's degree,On-site,San Francisco,Married,Full Time,75960,3/22/16,0,6,0,0,0
3471465715,9,9.3,7785638811,5996672506,5207980214,12104572130,Individual Contributor,Male,Heterosexual,Asian,40,Bachelor's degree,Remote,Charlotte,Single,Full Time,87375,6/2/17,0,5,0,0,0
9741260931,4,4.3,8855479112,8377149542,12104572130,,Team Lead,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Indianapolis,Single,Full Time,72774,9/9/17,0,5,0,0,0
3131759161,12,12.1,9900405594,226422921,12104572130,,Team Lead,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Indianapolis,Single,Full Time,105363,2/6/19,0,3,0,0,0
4337561326,11,11.2,2188325953,12104572130,,,Manager,Female,Heterosexual,Caucasian,49,Bachelor's degree,On-site,San Francisco,Married,Full Time,87124,4/12/18,5/10/20,2,Voluntary,Better salary,1
5837683509,12,12.2,5200779776,2870084555,6129740252,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,San Francisco,Single,Full Time,73253,4/15/17,0,5,0,0,0
3689872226,11,11.1,2984727603,4052123241,1074347333,12104572130,Individual Contributor,Male,Heterosexual,Native American,53,Bachelor's degree,Remote,Washington DC,Married,Full Time,74360,3/21/13,0,9,0,0,0
1409152100,3,3.2,1461189915,2813354026,5312370235,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,San Francisco,Single,Full Time,90598,1/8/16,0,6,0,0,0
2857217034,6,6.2,1807511451,2884263685,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Asian,48,Bachelor's degree,Remote,Dallas,Married,Full Time,74022,1/15/18,12/16/18,0,Voluntary,Better salary,1
8012458560,12,12.2,7726927943,9180299011,5942974370,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Indianapolis,Single,Full Time,84108,2/11/21,0,1,0,0,0
6880077561,5,5.1,5884685211,9853910653,5222419382,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,On-site,Los Angeles,Single,Full Time,109020,5/9/18,0,4,0,0,0
887944917,12,12.2,3583023331,3116630222,1091647106,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Fort Worth,Married,Full Time,87639,3/19/20,0,2,0,0,0
3103666995,12,12.2,6070507973,9322200876,1327507817,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,21,Bachelor's degree,Remote,San Francisco,Single,Full Time,93378,3/14/20,0,2,0,0,0
882333988,7,7.2,1771132947,1689927080,8495424892,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,37,Bachelor's degree,Remote,Washington DC,Married,Full Time,75400,6/10/17,0,5,0,0,0
2308512911,11,11.1,133287801,2305445429,390131335,12104572130,Individual Contributor,Male,Lesbian,Caucasian,37,Bachelor's degree,Remote,New York,Single,Full Time,75935,11/21/15,0,7,0,0,0
5357100354,7,7.1,216953146,9452810041,12104572130,,Team Lead,Female,Heterosexual,Asian,43,Bachelor's degree,Remote,San Jose,Single,Full Time,64504,5/14/18,0,4,0,0,0
9664621525,12,12.3,9293014412,637102865,226422921,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,On-site,Los Angeles,Married,Full Time,93638,5/1/17,0,5,0,0,0
6605918003,7,7.1,437433600,2173035137,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Francisco,Single,Full Time,75859,10/9/14,0,8,0,0,0
7886810823,12,12.2,9952342498,7297337598,7357925070,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Master's degree,Remote,Denver,Single,Full Time,80699,1/19/15,0,7,0,0,0
2086423589,12,12.1,6419439753,4097584094,9368442131,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Austin,Single,Full Time,92626,11/28/14,0,8,0,0,0
8300624180,1,1.2,1951175675,7799349465,9657388599,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Denver,Single,Full Time,52483,4/8/12,2/28/14,1,Voluntary,More flexible benefits,1
81223024,11,11.3,5701309242,12104572130,,,Manager,Female,Heterosexual,Asian,36,Bachelor's degree,On-site,Los Angeles,Single,Full Time,97290,7/11/14,0,8,0,0,0
