employee_id,department,sub-department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_level,gender,sexual_orientation,race,age,education,location,location_city,marital_status,employment_status,salary,hire_date,term_date,tenure,term_type,term_reason,active_status
5886351040,Administration,Executive Assistants,6216076748,4609895564,1055389029,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Houston,Married,Full Time,55464,2/13/19,,48,,,1
2015715664,Software,QA,5912824385,8910285795,6268712051,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Austin,Single,Full Time,104135,4/7/21,,22,,,1
6778214901,Operations,Logistics,4398475173,9490565071,1740357466,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,Master's degree,On-site,San Francisco,Single,Full Time,59776,6/14/20,,32,,,1
9314042584,Software,Technical Support,777501422,9322200876,1327507817,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Washington DC,Married,Full Time,88313,4/14/13,,119,,,1
9446851865,Operations,Logistics,1927101441,2308855907,1740357466,12104572130,Individual Contributor,Female,Heterosexual,Asian,24,Bachelor's degree,Remote,Philadelphia,Single,Full Time,59831,12/28/21,,13,,,1
2355096800,Software,Software Development,4152298519,7496509791,5959242695,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,Remote,Denver,Single,Full Time,94549,11/24/19,,39,,,1
5812269282,Legal,Litigation,7498405488,1490361837,5930096966,12104572130,Individual Contributor,Female,Gay,Caucasian,27,Bachelor's degree,On-site,Los Angeles,Married,Full Time,110099,2/25/16,1/14/18,23,Voluntary,Relocation,0
3132750951,HR,Recruiting,1358690858,2391682711,3315940256,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Indianapolis,Single,Full Time,78724,11/13/16,9/27/18,23,Voluntary,More flexible benefits,0
9145057655,Administration,Travel,479745176,549775725,1055389029,12104572130,Individual Contributor,Female,Heterosexual,African American,43,Bachelor's degree,Remote,Jacksonville,Single,Full Time,59306,11/22/16,11/4/20,48,Voluntary,Better salary,0
5177520760,Product Development,Product Marketing,7928121193,5793341199,4754231337,12104572130,Individual Contributor,Female,Heterosexual,Other,43,Bachelor's degree,Remote,San Diego,Single,Full Time,68552,9/15/12,,126,,,1
2381135998,Software,Technical Support,4657616823,6279119392,5942974370,12104572130,Individual Contributor,Female,Heterosexual,Hispanic,22,Bachelor's degree,On-site,San Francisco,Single,Full Time,77590,10/22/16,,76,,,1
6070507973,Software,Software Development,2870084555,6268712051,12104572130,,Team Lead,Female,Heterosexual,Caucasian,35,Bachelor's degree,Remote,Columbus,Single,Full Time,115548,4/14/16,,83,,,1
6074908055,Software,Technical Support,3228223998,7941658615,21007178,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,57,Bachelor's degree,On-site,San Francisco,Married,Full Time,77026,11/7/20,,27,,,1
5717192834,Operations,Logistics,1697459633,8488156355,12104572130,,Team Lead,Male,Heterosexual,Asian,26,Bachelor's degree,Remote,Fort Worth,Single,Full Time,87510,8/10/16,,79,,,1
3455600620,Procurement,Supply Chain,2246046077,1055062301,4284772434,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,On-site,Los Angeles,Married,Full Time,51398,5/19/17,5/10/18,12,Voluntary,Better salary,0
8293368222,Customer Service,Account Management,9191905228,8237113481,9657388599,12104572130,Individual Contributor,Male,Heterosexual,African American,30,Bachelor's degree,Remote,Philadelphia,Single,Full Time,41056,6/19/15,,93,,,1
302596366,Finance,Financial Planning,3031342969,9341365400,4691268378,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Boston,Single,Full Time,88297,1/23/21,,24,,,1
1945615990,R&D,Product Design,5279525268,9474330457,1424199297,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,26,Associate's degree,Remote,Austin,Single,Full Time,75808,1/11/18,,61,,,1
1207731538,Software,Software Development,2365847572,6279119392,5959242695,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,Remote,Fort Worth,Single,Full Time,84908,3/12/16,,84,,,1
5087862989,Product Development,Product Marketing,7928121193,4889803209,765808111,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,88753,8/8/20,,30,,,1
719280514,Software,Software Development,5705066913,3159687889,12104572130,,Team Lead,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,111871,9/30/14,,101,,,1
4088627994,Customer Service,Technical Support,4396775897,4701018058,9657388599,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,32,Bachelor's degree,On-site,Los Angeles,Single,Full Time,57204,10/24/14,,100,,,1
5559805143,HR,Benefits,5301823462,2656122790,1871591752,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Philadelphia,Single,Full Time,77784,3/30/20,,34,,,1
6427392326,Operations,Logistics,4987810981,91052068,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,On-site,Dallas,Single,Contract,62162,10/5/12,,125,,,1
5635019266,Customer Service,Account Management,7028724657,4701018058,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,Indianapolis,Single,Full Time,67410,10/28/12,8/8/13,9,Voluntary,More flexible benefits,0
3419666888,Sales,Account Management,6284193546,8983780137,390131335,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Columbus,Single,Full Time,65041,11/22/17,,63,,,1
4195059968,HR,Recruiting,8228676841,2771745961,2874824995,12104572130,Individual Contributor,Female,Heterosexual,Native American,43,Master's degree,Remote,Charlotte,Single,Full Time,67648,11/2/15,10/15/16,12,Voluntary,Personal reasons,0
4189971085,Customer Service,Account Management,7453002486,6384586478,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Dallas,Single,Full Time,61721,3/18/17,3/8/19,24,Voluntary,Personal reasons,0
1706457525,Operations,Supply Chain,437433600,1697459633,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Bachelor's degree,Remote,San Jose,Single,Full Time,63598,10/4/20,,28,,,1
4122711408,Software,Software Development,7726927943,3458280098,5254944830,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Master's degree,Remote,San Antonio,Married,Full Time,97953,10/14/12,,125,,,1
3574465663,Procurement,Supply Chain,2942515027,4284772434,12104572130,,Team Lead,Female,Heterosexual,Caucasian,34,Bachelor's degree,Remote,San Diego,Single,Full Time,77113,8/10/17,,66,,,1
1936365666,Product Development,Product Management,8270405811,3002121194,4754231337,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,Remote,Houston,Single,Full Time,89474,12/31/20,,25,,,1
4426824972,Operations,Supply Chain,6846380854,91052068,8495424892,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,23,Bachelor's degree,Remote,San Antonio,Single,Full Time,69540,12/8/21,,14,,,1
7745482795,Software,QA,2099130087,7941658615,2107182373,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,27,Master's degree,Remote,Dallas,Married,Full Time,90482,11/17/18,,51,,,1
1830942901,HR,Training,6684010679,8421163041,12104572130,,Team Lead,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Chicago,Single,Contract,62441,2/9/13,3/6/15,25,Involuntary,Company restructuring,0
4498722283,Operations,Supply Chain,2779182551,5857782715,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,New York,Single,Full Time,67367,5/23/13,,118,,,1
4623302049,Software,QA,5200779776,1371430516,9368442131,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,58,Master's degree,Remote,Charlotte,Married,Full Time,86123,1/26/19,,49,,,1
9869319592,R&D,Product Design,3768693437,4549900708,3792599203,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,San Francisco,Married,Full Time,70682,10/24/14,,100,,,1
6721370239,Customer Service,Technical Support,2491385131,3800737707,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,25,Bachelor's degree,On-site,Los Angeles,Single,Full Time,53519,11/24/15,,87,,,1
3652985215,HR,Recruiting,12104572130,,,,Director,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Chicago,Single,Full Time,92622,4/12/20,3/4/21,11,Voluntary,Relocation,0
1979347392,Sales,Business Development,5608227969,2976516973,3142852362,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Charlotte,Single,Full Time,84568,7/10/20,,31,,,1
4455700470,Administration,Travel,409650215,7529168424,8199309593,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Bachelor's degree,On-site,Los Angeles,Single,Full Time,64664,2/23/14,,109,,,1
425311703,Administration,Facilities,4064122448,7117669516,1055389029,12104572130,Individual Contributor,Male,Heterosexual,Asian,50,Bachelor's degree,Remote,San Jose,Married,Full Time,72594,12/21/19,,38,,,1
8145688855,Procurement,Supply Chain,1144778675,1183939979,3570683418,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Master's degree,Remote,Fort Worth,Single,Full Time,64839,3/21/12,,132,,,1
2114631381,Finance,Auditing,1461189915,1672001344,3615825420,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,48,Master's degree,Remote,Indianapolis,Married,Full Time,71280,2/23/18,,60,,,1
5970265572,Product Development,Product Management,7785638811,7048513680,2316448272,12104572130,Individual Contributor,Male,Heterosexual,Asian,27,Bachelor's degree,Remote,San Francisco,Single,Full Time,90669,12/23/15,,86,,,1
4368842589,HR,Recruiting,5859917934,1442904299,302887809,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Denver,Single,Full Time,73209,10/21/15,,88,,,1
1208397417,Sales,Business Development,5459247260,2231553779,390131335,12104572130,Individual Contributor,Male,Heterosexual,African American,29,Master's degree,Remote,San Francisco,Single,Full Time,64291,8/20/17,,66,,,1
7978060565,Administration,Executive Assistants,210504182,7529168424,8199309593,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,38,Master's degree,Remote,San Francisco,Single,Full Time,57812,8/31/13,,114,,,1
4875403673,Customer Service,Customer Support,6384586478,9657388599,12104572130,,Team Lead,Male,Heterosexual,African American,21,Bachelor's degree,Remote,New York,Single,Full Time,51645,4/3/21,,22,,,1
9734696621,R&D,Product Design,6724621592,5760565657,1424199297,12104572130,Individual Contributor,Male,Heterosexual,Other,35,Bachelor's degree,Remote,Austin,Married,Full Time,86304,10/8/19,,40,,,1
6647006293,Operations,Logistics,3391078453,5721091419,8495424892,12104572130,Individual Contributor,Female,Heterosexual,Other,23,Bachelor's degree,Remote,San Diego,Single,Full Time,79021,5/3/14,3/31/16,23,Voluntary,More flexible benefits,0
6589898354,HR,Recruiting,5620591359,977946997,8377149542,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,None,Remote,Seattle,Single,Full Time,60336,7/11/18,,55,,,1
2287158766,Software,Technical Support,3655330750,1097818055,226422921,12104572130,Individual Contributor,Male,Heterosexual,Asian,26,Master's degree,Remote,Fort Worth,Single,Full Time,100721,4/23/16,3/2/17,10,Involuntary,Performance,0
173519645,Finance,Auditing,8890945608,3064528137,5312370235,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,On-site,Los Angeles,Single,Full Time,79827,10/21/18,,52,,,1
2311589941,HR,Benefits,2010047725,7971865728,8421163041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,Remote,San Diego,Single,Full Time,76936,8/9/21,,18,,,1
5391435752,Sales,Business Development,8594426023,8143187226,4098218245,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Charlotte,Single,Full Time,87879,11/23/16,,75,,,1
4784220528,Marketing,Marketing Research,7047046426,6201562625,4092540016,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,39,Master's degree,Remote,Houston,Single,Full Time,76488,6/4/19,,44,,,1
2099350203,Operations,Logistics,4923426918,263295907,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,Remote,Seattle,Single,Full Time,61733,6/2/12,,130,,,1
3308213158,Customer Service,Customer Support,8036961249,5719467697,9657388599,12104572130,Individual Contributor,Male,Heterosexual,African American,41,Bachelor's degree,Remote,Charlotte,Married,Contract,48756,3/21/17,,71,,,1
1746330094,Operations,Project Management,2422532302,9107093688,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,73682,7/30/13,,116,,,1
4831913304,Sales,Business Development,3671325389,4566010041,3142852362,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,36,Bachelor's degree,Remote,Denver,Single,Full Time,72763,5/6/19,6/7/21,25,Involuntary,Company restructuring,0
8272818571,Finance,Financial Planning,1256124671,3064528137,6641422960,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,35,Bachelor's degree,On-site,Los Angeles,Single,Full Time,75900,8/22/13,,115,,,1
2363413085,Finance,Auditing,4229204534,4860054560,7504010968,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,34,Bachelor's degree,On-site,San Francisco,Married,Full Time,62703,4/18/21,,22,,,1
8384834713,Software,Technical Support,4422581426,4502528035,2107182373,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,24,Bachelor's degree,On-site,San Francisco,Single,Full Time,74658,3/17/15,,96,,,1
9859324379,Operations,Logistics,7626222393,263295907,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,37,Bachelor's degree,Remote,Indianapolis,Single,Full Time,60735,8/19/14,5/30/15,9,Voluntary,More flexible benefits,0
4785952231,Operations,Logistics,5357100354,91052068,9452810041,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Phoenix,Single,Full Time,72227,6/23/15,4/3/16,10,Voluntary,Found a better opportunity,0
1270185796,Software,Technical Support,1523340543,1900946112,259741855,12104572130,Individual Contributor,Female,Heterosexual,Asian,47,Bachelor's degree,Remote,New York,Married,Full Time,90027,8/17/13,,115,,,1
62484857,Marketing,Public Relations,285196675,1670871353,1949400041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,28,Bachelor's degree,Remote,Denver,Single,Full Time,64798,6/8/19,,44,,,1
3392502096,Software,Technical Support,7708606215,12104572130,,,Manager,Male,Heterosexual,Caucasian,26,Bachelor's degree,On-site,Los Angeles,Single,Full Time,93836,8/4/19,,42,,,1
6815224510,Administration,Travel,409650215,1133455702,1055389029,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,43,Bachelor's degree,Remote,Denver,Single,Full Time,52062,5/13/19,,45,,,1
1936638777,R&D,Product Design,6635192943,4549900708,9928084959,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Houston,Married,Full Time,91800,2/22/21,8/16/21,6,Voluntary,Career change,0
9272598139,Marketing,Marketing Research,3007781589,2066534911,4092540016,12104572130,Individual Contributor,Female,Heterosexual,Asian,28,None,Remote,Charlotte,Married,Full Time,63897,7/20/18,,55,,,1
8438296592,HR,Training,9786250674,977946997,302887809,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,39,None,Remote,Chicago,Single,Full Time,74784,11/16/15,,88,,,1
7809755260,Operations,Supply Chain,31934668,9490565071,1740357466,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,25,Bachelor's degree,On-site,San Francisco,Single,Full Time,72469,1/6/19,,49,,,1
7351314038,Software,Software Development,9160507725,7297337598,9451957864,12104572130,Individual Contributor,Male,Heterosexual,Asian,35,Bachelor's degree,Remote,Indianapolis,Single,Full Time,102082,8/19/15,8/27/16,12,Voluntary,More flexible benefits,0
9481633581,Product Development,Product Marketing,1616961292,4754231337,12104572130,,Team Lead,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Jacksonville,Married,Full Time,96508,4/22/19,,46,,,1
117092761,R&D,Research,6437708561,9562660050,1424199297,12104572130,Individual Contributor,Female,Heterosexual,Asian,37,Associate's degree,Remote,San Francisco,Single,Full Time,86179,7/7/16,,80,,,1
8270405811,Product Development,Product Marketing,3438576425,5207980214,12104572130,,Team Lead,Female,Heterosexual,Caucasian,29,Bachelor's degree,Remote,Houston,Single,Full Time,107434,4/18/12,,131,,,1
5670437039,Operations,Project Management,5011019034,3353867183,9843016922,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Master's degree,Remote,San Antonio,Single,Full Time,63698,7/2/15,,92,,,1
1711782397,Software,Technical Support,6794645902,2018169686,1327507817,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Antonio,Married,Full Time,104370,6/29/17,6/26/18,12,Voluntary,Found a better opportunity,0
1957896163,Operations,Supply Chain,2779182551,2173035137,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,40,Master's degree,Remote,San Francisco,Single,Full Time,75897,12/29/17,,62,,,1
5823233568,Customer Service,Account Management,7955376490,3800737707,9657388599,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,Remote,San Antonio,Single,Full Time,75983,8/31/15,,90,,,1
5187621014,HR,Recruiting,3315940256,12104572130,,,Manager,Male,Bisexual,Caucasian,41,Master's degree,Remote,San Diego,Married,Full Time,95287,11/2/19,,39,,,1
1548180323,Marketing,Marketing Research,7893246372,7505933947,9743222543,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,32,Associate's degree,Remote,San Diego,Single,Full Time,64222,6/26/19,4/13/21,22,Voluntary,Found a better opportunity,0
7530309960,Software,QA,198705652,1097818055,9451957864,12104572130,Individual Contributor,Male,Heterosexual,Asian,22,Bachelor's degree,Remote,San Francisco,Single,Full Time,105204,1/17/13,11/11/14,22,Involuntary,Company restructuring,0
5271756529,Marketing,Advertising,3007781589,1329170177,2813655685,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,40,Master's degree,Remote,Columbus,Single,Full Time,89996,1/14/16,,86,,,1
4471286397,Software,QA,198705652,9798129566,9451957864,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,Remote,Columbus,Married,Full Time,93870,1/25/17,,73,,,1
8252142720,Operations,Project Management,2995159575,216953146,9452810041,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,29,Bachelor's degree,On-site,Los Angeles,Single,Full Time,85125,9/10/15,,90,,,1
9023502315,Operations,Project Management,4398475173,4521656077,9843016922,12104572130,Individual Contributor,Female,Heterosexual,Hispanic,26,Bachelor's degree,Remote,Fort Worth,Single,Full Time,54300,8/27/15,5/31/17,21,Voluntary,Better salary,0
395326658,Marketing,Marketing Research,3285517914,2271051594,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,52,Bachelor's degree,On-site,San Francisco,Married,Full Time,75960,3/22/16,,83,,,1
3471465715,Product Development,Project Management,7785638811,5996672506,5207980214,12104572130,Individual Contributor,Male,Heterosexual,Asian,40,Bachelor's degree,Remote,Charlotte,Single,Full Time,87375,6/2/17,,69,,,1
9741260931,HR,Training,8855479112,8377149542,12104572130,,Team Lead,Female,Heterosexual,Caucasian,26,Bachelor's degree,Remote,Indianapolis,Single,Full Time,72774,9/9/17,,65,,,1
3131759161,Software,QA,9900405594,226422921,12104572130,,Team Lead,Male,Heterosexual,Caucasian,31,Bachelor's degree,Remote,Indianapolis,Single,Full Time,105363,2/6/19,,48,,,1
4337561326,Sales,Business Development,2188325953,12104572130,,,Manager,Female,Heterosexual,Caucasian,49,Bachelor's degree,On-site,San Francisco,Married,Full Time,87124,4/12/18,5/10/20,25,Voluntary,Better salary,0
5837683509,Software,Software Development,5200779776,2870084555,6129740252,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,30,Bachelor's degree,Remote,San Francisco,Single,Full Time,73253,4/15/17,,70,,,1
3689872226,Sales,Account Management,2984727603,4052123241,1074347333,12104572130,Individual Contributor,Male,Heterosexual,Native American,53,Bachelor's degree,Remote,Washington DC,Married,Full Time,74360,3/21/13,,120,,,1
1409152100,Finance,Auditing,1461189915,2813354026,5312370235,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,32,Bachelor's degree,Remote,San Francisco,Single,Full Time,90598,1/8/16,,86,,,1
2857217034,Marketing,Marketing Research,1807511451,2884263685,2813655685,12104572130,Individual Contributor,Male,Heterosexual,Asian,48,Bachelor's degree,Remote,Dallas,Married,Full Time,74022,1/15/18,12/16/18,11,Voluntary,Better salary,0
8012458560,Software,Software Development,7726927943,9180299011,5942974370,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Indianapolis,Single,Full Time,84108,2/11/21,,24,,,1
6880077561,Legal,Corporate Law,5884685211,9853910653,5222419382,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,42,Bachelor's degree,On-site,Los Angeles,Single,Full Time,109020,5/9/18,,57,,,1
887944917,Software,Software Development,3583023331,3116630222,1091647106,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,41,Bachelor's degree,Remote,Fort Worth,Married,Full Time,87639,3/19/20,,35,,,1
3103666995,Software,Software Development,6070507973,9322200876,1327507817,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,21,Bachelor's degree,Remote,San Francisco,Single,Full Time,93378,3/14/20,,35,,,1
882333988,Operations,Project Management,1771132947,1689927080,8495424892,12104572130,Individual Contributor,Male,Heterosexual,Hispanic,37,Bachelor's degree,Remote,Washington DC,Married,Full Time,75400,6/10/17,,68,,,1
2308512911,Sales,Account Management,133287801,2305445429,390131335,12104572130,Individual Contributor,Male,Lesbian,Caucasian,37,Bachelor's degree,Remote,New York,Single,Full Time,75935,11/21/15,,87,,,1
5357100354,Operations,Logistics,216953146,9452810041,12104572130,,Team Lead,Female,Heterosexual,Asian,43,Bachelor's degree,Remote,San Jose,Single,Full Time,64504,5/14/18,,57,,,1
9664621525,Software,Technical Support,9293014412,637102865,226422921,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,22,Bachelor's degree,On-site,Los Angeles,Married,Full Time,93638,5/1/17,,70,,,1
6605918003,Operations,Logistics,437433600,2173035137,8488156355,12104572130,Individual Contributor,Male,Heterosexual,Caucasian,33,Bachelor's degree,Remote,San Francisco,Single,Full Time,75859,10/9/14,,101,,,1
7886810823,Software,Software Development,9952342498,7297337598,7357925070,12104572130,Individual Contributor,Male,Heterosexual,Asian,31,Master's degree,Remote,Denver,Single,Full Time,80699,1/19/15,,98,,,1
2086423589,Software,QA,6419439753,4097584094,9368442131,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,33,Bachelor's degree,Remote,Austin,Single,Full Time,92626,11/28/14,,99,,,1
8300624180,Customer Service,Customer Support,1951175675,7799349465,9657388599,12104572130,Individual Contributor,Female,Heterosexual,Caucasian,30,Bachelor's degree,Remote,Denver,Single,Full Time,52483,4/8/12,2/28/14,23,Voluntary,More flexible benefits,0
